Date,Bus Route No.,From,To,Way,Time (mins),Main Station,Trips per Day,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Tickets Sold,Revenue Generated (INR)
2022-12-23,272C,Borabanda,Kondapur Bus Station,One Way,90,Ameerpet,6,5.0,30.0,44.45,499.0,6165.28
2022-12-23,9M,Kukatpally,Kachiguda,Round Trip,87,Ameerpet,18,21.0,20.0,28.02,123.0,8606.59
2022-12-23,218L/V,KPHB,Bowrampet,Round Trip,100,Ameerpet,11,20.0,30.0,41.56,309.0,22081.473750000005
2022-12-24,216D/L,Nagole Ring Road,Ramoji Film City,Round Trip,107,Koti,8,9.0,21.0,75.035,414.0,2143.33
2022-12-24,189M/A,Suraram,ESI,Round Trip,31,Ameerpet,12,12.0,5.0,14.77,322.0,11595.29
2022-12-24,183,Dilsukhnagar,Ameerpet,Round Trip,114,Ameerpet,15,26.0,30.0,22.74,170.0,8757.45
2022-12-24,19K,Suraram,Lingampally,One Way,11,Ameerpet,7,25.0,15.0,10.91,314.0,11416.66
2022-12-24,218C,Boduppal,Afzalgunj,Round Trip,37,Ameerpet,20,13.0,5.0,34.13,393.0,10019.89
2022-12-24,9X,KPHB,Gajula Ramaram,Round Trip,94,Ameerpet,8,10.0,30.0,45.06,306.0,11615.41
2022-12-24,113F,MGBS,Shamshiguda,One Way,88,Ameerpet,19,14.0,5.0,43.77,446.0,2882.44
2022-12-24,19/224,KPHB,Ameerpet,Round Trip,109,Ameerpet,7,23.0,10.0,21.45,462.0,4429.86
2022-12-24,225A,BHEL,Bachupally,Round Trip,30,Ameerpet,8,22.0,20.0,31.83,445.0,12704.02
2022-12-24,218,Sanath Nagar,VV Nagar,One Way,15,Ameerpet,16,24.0,5.0,40.61,301.0,4764.41
2022-12-24,218/19M,Boduppal,L.B. Nagar Ring Road,Round Trip,95,Ameerpet,14,30.0,10.0,37.54,298.0,4521.24
2022-12-24,218L/V,Suraram,Nampally,One Way,93,Ameerpet,18,28.0,30.0,5.82,146.0,9584.84
2022-12-25,205B,Koti Osmania Hospital,Vanasthalipuram(Saheb Nagar),One Way,99,Koti,4,18.0,28.0,75.035,140.0,2385.77
2022-12-25,9K/283K,NGO Colony,Kachiguda,Round Trip,35,Ameerpet,18,24.0,30.0,12.37,110.0,5751.015755
2022-12-25,9D,MGBS,Lingampally,One Way,72,Ameerpet,14,29.0,15.0,28.04,361.0,13104.79
2022-12-25,19/224,Dilsukhnagar,Secunderabad Bus Station,Round Trip,100,Ameerpet,20,19.0,10.0,8.72,178.0,2124.27
2022-12-25,185S,Dilsukhnagar,Patancheru Bus Station,One Way,62,Ameerpet,7,25.0,30.0,17.44,379.0,10879.41
2022-12-25,83J/272G,NGO Colony,Kachiguda,Round Trip,117,Ameerpet,13,17.0,5.0,46.04,321.0,14911.79
2022-12-25,218D,Koti,Suraram,One Way,114,Ameerpet,18,8.0,10.0,9.21,426.0,4415.66
2022-12-25,189R,Jeedimetla,ESI,One Way,16,Ameerpet,10,11.0,5.0,40.59,275.0,14370.01
2022-12-25,218C,Boduppal,Suraram,One Way,63,Ameerpet,10,15.0,5.0,21.46,193.0,9272.087721
2022-12-25,10H/25S,Jagadgirigutta,ESI,One Way,19,Ameerpet,5,11.0,30.0,19.6,283.0,11548.49
2022-12-25,19M/224,Central Bus Station,Suraram,One Way,115,Ameerpet,19,12.0,30.0,41.27,194.0,10561.69
2022-12-25,219,Gandimaisamma X Road,Hayathnagar,Round Trip,64,Ameerpet,18,26.0,20.0,39.09,159.0,9839.19
2022-12-25,83J/272G,Koti,Ameerpet,One Way,39,Ameerpet,16,17.0,15.0,35.19,279.0,12571.94
2022-12-25,9X,Jeedimetla,Secunderabad Bus Station,Round Trip,89,Ameerpet,11,23.0,15.0,12.58,394.0,4678.92
2022-12-25,9K/272G,Chandrayan Gutta X Road,Film Nagar,Round Trip,84,Ameerpet,17,30.0,15.0,46.4,135.0,2481.49
2022-12-25,83K,Gandimaisamma X Road,Afzalgunj,One Way,10,Ameerpet,8,27.0,20.0,48.69,380.0,8382.43
2022-12-25,83J/230,Chandrayan Gutta X Road,Film Nagar,One Way,23,Ameerpet,13,5.0,15.0,26.83,388.0,2398.69
2022-12-25,183AJ,Koti,L.B. Nagar Ring Road,One Way,65,Ameerpet,13,9.0,30.0,49.63,372.0,7160.4
2022-12-26,40V,High Court Colony Deer Park,Musheerabad,Round Trip,34,Koti,3,18.0,37.0,75.035,212.0,1596.14
2022-12-26,189M/92A,L.B. Nagar,Gandimaisamma,Round Trip,51,Ameerpet,9,11.0,20.0,49.19,406.0,8555.49
2022-12-26,218L/V,Koti,Lingampally,Round Trip,11,Ameerpet,5,23.0,10.0,31.85,245.0,4231.46
2022-12-26,113EL,NGO Colony,Film Nagar,Round Trip,86,Ameerpet,6,21.0,20.0,35.07,184.0,9394.62
2022-12-26,113F,Mehdipatnam,Shamshiguda,Round Trip,16,Ameerpet,20,8.0,30.0,43.45,323.0,9617.21
2022-12-26,272C,Central Bus Station,VV Nagar,One Way,22,Ameerpet,17,29.0,10.0,7.43,169.0,9920.28
2022-12-26,218C,Koti,Nampally,Round Trip,102,Ameerpet,6,15.0,30.0,8.17,217.0,9766.79144
2022-12-26,10H/25S,Uppal X Road,Nampally,Round Trip,86,Ameerpet,20,20.0,10.0,5.92,436.0,10237.84
2022-12-26,189 MJ,Chandrayan Gutta X Road,Suraram,One Way,109,Ameerpet,10,12.0,5.0,21.57,192.0,11220.27
2022-12-26,19Y/F,Uppal X Road,Patancheru Bus Station,Round Trip,70,Ameerpet,19,8.0,15.0,47.27,221.0,5067.859754
2022-12-26,183AJ,Chandrayan Gutta X Road,Suraram,Round Trip,20,Ameerpet,10,25.0,5.0,45.62,446.0,4633.89
2022-12-26,19/224,Jeedimetla,Secunderabad Bus Station,Round Trip,68,Ameerpet,15,6.0,20.0,15.39,268.0,12864.95
2022-12-26,83J/230,L.B. Nagar,Kondapur Bus Station,Round Trip,21,Ameerpet,6,5.0,30.0,12.14,338.0,3843.52
2022-12-27,216D/L,Nagole Ring Road,Madannapet,One Way,84,Koti,4,32.0,15.0,41.48,114.0,4057.01
2022-12-27,105,Secunderabad (Medchal),Brahmanpally,Round Trip,91,Koti,1,35.0,38.0,66.02,164.0,2302.15
2022-12-27,127HJ,Rythu Bazar Erragadda,ECIL X Road,Round Trip,48,Hitech City,9,23.0,22.0,45.14,228.0,2227.11
2022-12-27,283D,MGBS,Kachiguda,Round Trip,32,Ameerpet,15,28.0,10.0,24.09,194.0,14396.68
2022-12-27,19M/224,NGO Colony,Afzalgunj,One Way,98,Ameerpet,7,6.0,30.0,38.35,395.0,7809.41
2022-12-27,113C,Aramghar,Gandimaisamma,Round Trip,115,Ameerpet,14,13.0,20.0,20.33,347.0,5604.13
2022-12-27,218D,Boduppal,Patancheru Bus Station,Round Trip,48,Ameerpet,11,18.0,10.0,20.31,499.0,8924.66
2022-12-27,218D,KPHB,Bowrampet,Round Trip,56,Ameerpet,19,14.0,10.0,22.86,264.0,12034.19
2022-12-27,289M,Chengicherla,Nampally,Round Trip,23,Ameerpet,9,28.0,20.0,8.09,196.0,14862.26
2022-12-27,225L/299,Uppal X Road,Nampally,One Way,115,Ameerpet,9,23.0,20.0,41.69,421.0,10124.64
2022-12-27,19Y/F,Koti,ESI,One Way,111,Ameerpet,5,23.0,10.0,27.25,318.0,5782.58
2022-12-27,183,Charminar,Suraram,Round Trip,64,Ameerpet,7,14.0,10.0,10.19,419.0,3768.87
2022-12-27,19F,Uppal X Road,Balanagar X Road,Round Trip,38,Ameerpet,12,13.0,20.0,43.54,373.0,8242.2
2022-12-28,225L/299,Kukatpally,Balanagar X Road,Round Trip,96,Ameerpet,6,19.0,15.0,18.29,172.0,12844.17
2022-12-28,19M/224,Suraram,Patancheru Bus Station,One Way,41,Ameerpet,9,27.0,10.0,46.42,172.0,9914.01
2022-12-28,218D,Borabanda,Balanagar X Road,One Way,113,Ameerpet,20,22.0,15.0,7.14,482.0,11681.18
2022-12-28,41,Chandrayan Gutta X Road,Afzalgunj,Round Trip,84,Ameerpet,19,14.0,30.0,45.3,346.0,8771.26
2022-12-28,283D,BHEL,Film Nagar,Round Trip,64,Ameerpet,12,11.0,10.0,17.6,322.0,2332.765843
2022-12-28,183,Suraram,Suraram,One Way,18,Ameerpet,5,20.0,30.0,19.96,122.0,7299.48
2022-12-28,41N,MGBS,Secunderabad Bus Station,Round Trip,116,Ameerpet,9,7.0,10.0,12.79,479.0,3631.22
2022-12-28,41N,Borabanda,Bachupally,One Way,86,Ameerpet,13,5.0,20.0,32.53,300.0,4273.14
2022-12-28,218L/V,Gandimaisamma X Road,Bowrampet,One Way,68,Ameerpet,19,22.0,5.0,8.3,386.0,13998.43
2022-12-28,9M,Central Bus Station,Ameerpet,Round Trip,111,Ameerpet,19,6.0,20.0,16.04,435.0,8584.72
2022-12-28,19F/A,KPHB,Gandimaisamma,Round Trip,80,Ameerpet,10,8.0,15.0,21.28,453.0,11959.68
2022-12-28,185,Allwyn Colony,Bowrampet,Round Trip,115,Ameerpet,5,8.0,5.0,43.69,381.0,12791.3
2022-12-28,222D,Suraram,Suraram,Round Trip,68,Ameerpet,18,13.0,10.0,30.95,270.0,3989.58
2022-12-28,9X/283D,Koti,Shamshiguda,Round Trip,11,Ameerpet,13,14.0,5.0,45.9,487.0,6670.38
2022-12-28,183AJ,Kukatpally,ESI,One Way,26,Ameerpet,17,9.0,10.0,16.25,317.0,13841.43
2022-12-29,216D/L,Suchitra X Road,Chandrayangutta X Road,One Way,69,Koti,14,28.0,57.5,75.035,450.0,1535.52
2022-12-29,40T,Hayathnagar,Dilsukhnagar,One Way,44,Koti,11,43.5,51.0,24.16,406.0,1013.68
2022-12-29,201M,Koti Women's College,Musheerabad,One Way,48,Koti,19,33.0,10.0,49.32,401.0,2724.65
2022-12-29,127K,ESI hospital,JNTU,One Way,23,Hitech City,17,22.0,45.0,32.03,418.0,1511.47
2022-12-29,223A,NGO Colony,Suraram,Round Trip,96,Ameerpet,11,21.0,5.0,22.77,106.0,7022.56
2022-12-29,185,Suraram,Bowrampet,Round Trip,113,Ameerpet,18,10.0,10.0,42.79,254.0,11879.67
2022-12-29,9M-1,Allwyn Colony,Bowrampet,One Way,42,Ameerpet,7,18.0,10.0,43.48,102.0,12564.24
2022-12-29,225A,MGBS,Balanagar X Road,Round Trip,91,Ameerpet,13,15.0,30.0,24.02,437.0,8738.49
2022-12-29,218L,Boduppal,Shamshiguda,One Way,66,Ameerpet,5,23.0,10.0,31.65,382.0,8737.75
2022-12-29,19/224,BHEL,Balanagar X Road,One Way,21,Ameerpet,8,6.0,15.0,38.39,269.0,2461.78
2022-12-29,219,Allwyn Colony,Nampally,One Way,61,Ameerpet,7,13.0,30.0,41.96,159.0,12368.11
2022-12-29,19Y/F,Dilsukhnagar,ESI,One Way,36,Ameerpet,16,21.0,5.0,15.02,170.0,10120.49
2022-12-29,9K/272G,MGBS,Bowrampet,One Way,49,Ameerpet,5,11.0,5.0,12.14,296.0,10988.08
2022-12-30,127,Koti Women's College,Majeedpur,One Way,79,Koti,16,5.0,55.0,48.19,484.0,3862.24
2022-12-30,225M,Chandrayan Gutta X Road,Gajula Ramaram,Round Trip,64,Ameerpet,8,12.0,15.0,36.07,452.0,3095.85
2022-12-30,187J,Dilsukhnagar,Secunderabad Bus Station,Round Trip,76,Ameerpet,10,28.0,15.0,47.64,500.0,7129.13
2022-12-30,230N,Mehdipatnam,Afzalgunj,Round Trip,51,Ameerpet,8,23.0,20.0,11.15,456.0,9260.16
2022-12-30,189M/A,Kukatpally,Gajula Ramaram,Round Trip,85,Ameerpet,7,29.0,5.0,39.12,373.0,3815.09
2022-12-30,218,Koti,Lingampally,Round Trip,71,Ameerpet,16,26.0,30.0,47.98,314.0,11525.17
2022-12-30,225HP,Charminar,L.B. Nagar Ring Road,One Way,49,Ameerpet,11,20.0,15.0,28.45,144.0,12325.85
2022-12-30,9X/272G,Suraram,Ameerpet,One Way,93,Ameerpet,17,18.0,15.0,24.78,182.0,6918.31
2022-12-30,225L,NGO Colony,Patancheru Bus Station,Round Trip,97,Ameerpet,15,5.0,10.0,5.44,338.0,6294.48
2022-12-30,102B/218L,Central Bus Station,L.B. Nagar Ring Road,Round Trip,30,Ameerpet,16,24.0,5.0,40.06,473.0,14251.66
2022-12-30,10H/25S,NGO Colony,Balanagar X Road,One Way,115,Ameerpet,14,23.0,15.0,36.71,157.0,8726.01
2022-12-30,283A,Gandimaisamma X Road,Afzalgunj,One Way,15,Ameerpet,20,25.0,15.0,36.92,256.0,8686.895762
2022-12-30,218/19M,Chandrayan Gutta X Road,Secunderabad Bus Station,Round Trip,49,Ameerpet,20,22.0,20.0,34.63,288.0,11947.19
2022-12-31,86V,TSRTC pushpak,Chandrayangutta X Road,Round Trip,87,Koti,14,43.5,26.0,26.66,386.0,994.72
2022-12-31,127,Mehdipatnam,Marripally,Round Trip,29,Koti,3,7.0,54.0,54.86,135.0,4807.71
2022-12-31,218D,Jeedimetla,Bowrampet,One Way,14,Ameerpet,15,14.0,30.0,20.63,442.0,10998.72
2022-12-31,83J/272G,Jeedimetla,Bachupally,Round Trip,51,Ameerpet,16,21.0,20.0,48.17,232.0,6877.8
2022-12-31,230N,Mehdipatnam,Lingampally,Round Trip,12,Ameerpet,6,19.0,10.0,17.88,276.0,9706.51
2022-12-31,9M,Jeedimetla,Nampally,Round Trip,99,Ameerpet,14,13.0,10.0,29.63,441.0,6677.68
2022-12-31,9M-1,Uppal X Road,Film Nagar,Round Trip,12,Ameerpet,9,7.0,20.0,25.6,489.0,12345.46
2022-12-31,9K/272G,NGO Colony,Hayathnagar,One Way,37,Ameerpet,15,22.0,5.0,14.77,232.0,4887.62
2022-12-31,230N,Aramghar,Secunderabad Bus Station,Round Trip,62,Ameerpet,15,7.0,5.0,5.42,213.0,2786.39
2022-12-31,113C,Suraram,Kondapur Bus Station,One Way,116,Ameerpet,16,18.0,15.0,15.92,444.0,7433.67
2022-12-31,230N,Allwyn Colony,Bachupally,Round Trip,25,Ameerpet,19,10.0,20.0,6.24,131.0,9094.82
2022-12-31,9M,Aramghar,ESI,One Way,118,Ameerpet,17,30.0,15.0,44.4,151.0,9824.5
2022-12-31,19Y/F,L.B. Nagar,Secunderabad Bus Station,Round Trip,61,Ameerpet,9,22.0,15.0,10.65,333.0,5306.65
2022-12-31,185S,Jagadgirigutta,Film Nagar,Round Trip,14,Ameerpet,11,12.0,10.0,21.19,456.0,6096.234401
2022-12-31,189M/A,Chandrayan Gutta X Road,Gajula Ramaram,Round Trip,32,Ameerpet,7,9.0,30.0,45.32,275.0,10617.33
2023-01-01,16A/47LI,Kondapur bus depot,Safilguda,One Way,61,Hitech City,4,21.0,22.0,48.65,326.0,2070.37
2023-01-01,222A,L.B. Nagar ring Road,JNTU,Round Trip,25,Hitech City,10,21.0,36.0,21.54,188.0,3837.28
2023-01-01,225L,Uppal X Road,Kondapur Bus Station,Round Trip,61,Ameerpet,20,11.0,30.0,39.62,483.0,14433.73
2023-01-01,9X/272G,Gandimaisamma X Road,Suraram,Round Trip,15,Ameerpet,7,17.0,15.0,28.98,300.0,9348.02
2023-01-01,230X,BHEL,Hayathnagar,One Way,61,Ameerpet,15,13.0,15.0,19.59,279.0,22081.473750000005
2023-01-01,90 D,Chengicherla,Ameerpet,One Way,12,Ameerpet,9,6.0,10.0,42.63,362.0,3885.33
2023-01-01,9K,Kukatpally,ESI,One Way,92,Ameerpet,9,7.0,30.0,39.19,444.0,6709.26
2023-01-01,225S,Aramghar,Lingampally,Round Trip,107,Ameerpet,9,25.0,5.0,13.43,315.0,8425.4
2023-01-01,187JL,Koti,Film Nagar,Round Trip,95,Ameerpet,12,11.0,20.0,31.27,136.0,10790.42
2023-01-02,206,Mehdipatnam,Sanghi Nagar,Round Trip,41,Koti,8,17.0,22.0,31.63,394.0,1986.38
2023-01-02,205B,Madhapur Petrol Pump,Sanghi Nagar,One Way,48,Koti,8,10.0,29.0,68.78,419.0,2659.16
2023-01-02,189M,Charminar,VV Nagar,Round Trip,81,Ameerpet,8,14.0,15.0,12.94,436.0,4375.52
2023-01-02,225L/V,Gandimaisamma X Road,Kondapur Bus Station,Round Trip,31,Ameerpet,14,16.0,30.0,11.93,125.0,7716.19
2023-01-02,272C,Chengicherla,Bowrampet,Round Trip,13,Ameerpet,11,27.0,10.0,11.68,459.0,5679.36
2023-01-02,222D,Chandrayan Gutta X Road,Gajula Ramaram,Round Trip,27,Ameerpet,13,18.0,10.0,11.15,418.0,3389.1
2023-01-02,189M/92A,Borabanda,Patancheru Bus Station,One Way,71,Ameerpet,6,7.0,10.0,8.36,235.0,7563.5
2023-01-02,219,Gandimaisamma X Road,Ameerpet,Round Trip,99,Ameerpet,20,9.0,20.0,18.84,378.0,2150.19
2023-01-02,218L/V,Chandrayan Gutta X Road,Gandimaisamma,Round Trip,87,Ameerpet,12,5.0,20.0,14.67,426.0,8646.09
2023-01-02,19Y/F,Dilsukhnagar,Secunderabad Bus Station,Round Trip,58,Ameerpet,5,5.0,10.0,32.26,358.0,5343.46
2023-01-02,283D,Aramghar,Ameerpet,Round Trip,78,Ameerpet,17,7.0,20.0,15.03,158.0,6728.76
2023-01-02,185S,MGBS,Afzalgunj,One Way,100,Ameerpet,10,13.0,20.0,49.4,357.0,2617.96
2023-01-03,127K,Chengicherla,Hafeezpet MMTS Stop,One Way,62,Hitech City,9,3.0,16.0,27.36,108.0,2666.26
2023-01-03,189M/A,Dilsukhnagar,Nampally,One Way,67,Ameerpet,7,17.0,10.0,10.57,374.0,13812.08
2023-01-03,9K/283K,Borabanda,Ameerpet,One Way,23,Ameerpet,8,18.0,10.0,49.11,227.0,9070.91
2023-01-03,90 U,Borabanda,Secunderabad Bus Station,One Way,103,Ameerpet,14,27.0,20.0,22.85,362.0,4423.83
2023-01-03,113EL,Sanath Nagar,Secunderabad Bus Station,Round Trip,14,Ameerpet,9,17.0,15.0,34.97,192.0,14504.04
2023-01-03,187J,Boduppal,ESI,One Way,27,Ameerpet,15,27.0,5.0,6.69,347.0,4037.19
2023-01-03,9X,Allwyn Colony,Nampally,Round Trip,30,Ameerpet,8,17.0,15.0,39.95,198.0,10097.72
2023-01-03,189M,Uppal X Road,Suraram,One Way,18,Ameerpet,7,13.0,10.0,36.6,463.0,7424.25
2023-01-03,185,Kukatpally,Kachiguda,One Way,118,Ameerpet,13,17.0,30.0,26.32,347.0,4739.32
2023-01-03,113C,Allwyn Colony,Afzalgunj,Round Trip,64,Ameerpet,10,27.0,5.0,34.75,257.0,10071.07
2023-01-03,19F/A,Kukatpally,Kachiguda,One Way,105,Ameerpet,6,6.0,30.0,47.31,372.0,4060.43
2023-01-03,187J,L.B. Nagar,Bowrampet,One Way,45,Ameerpet,10,29.0,15.0,45.13,250.0,11848.12
2023-01-03,218C,Suraram,Ameerpet,Round Trip,85,Ameerpet,9,21.0,15.0,19.52,103.0,12182.83
2023-01-03,225S,BHEL,Secunderabad Bus Station,Round Trip,17,Ameerpet,5,26.0,10.0,49.51,247.0,2584.9
2023-01-04,287N,Suraram,Kondapur Bus Station,Round Trip,61,Ameerpet,15,30.0,5.0,25.57,452.0,7290.08
2023-01-04,9X/272G,Boduppal,Patancheru Bus Station,Round Trip,48,Ameerpet,14,11.0,20.0,15.56,254.0,10575.42
2023-01-04,219,Koti,Gandimaisamma,Round Trip,98,Ameerpet,12,17.0,15.0,37.61,177.0,4829.24
2023-01-04,218HG,Chengicherla,Balanagar X Road,One Way,11,Ameerpet,13,7.0,30.0,43.09,283.0,12514.11
2023-01-04,230X,Allwyn Colony,Balanagar X Road,One Way,78,Ameerpet,15,13.0,10.0,17.6,218.0,10259.98
2023-01-04,218C,BHEL,Suraram,One Way,53,Ameerpet,18,10.0,5.0,37.85,195.0,12913.83
2023-01-04,9M,Allwyn Colony,Ameerpet,Round Trip,52,Ameerpet,9,8.0,20.0,33.25,343.0,2788.78
2023-01-04,9K/272G,Charminar,Balanagar X Road,One Way,69,Ameerpet,20,5.0,15.0,28.7,443.0,14502.42
2023-01-04,225L/299,Jeedimetla,Afzalgunj,Round Trip,56,Ameerpet,6,23.0,30.0,41.89,416.0,13208.89
2023-01-04,183AJ,Allwyn Colony,Nampally,Round Trip,93,Ameerpet,15,6.0,10.0,12.15,229.0,11990.33
2023-01-04,19/224,KPHB,Balanagar X Road,One Way,57,Ameerpet,6,15.0,15.0,33.4,174.0,11304.18
2023-01-05,207,Koti Osmania Hospital,Brahmanpally,Round Trip,115,Koti,8,16.0,51.0,75.035,301.0,4260.26
2023-01-05,86V,Hayathnagar,Majeedpur,One Way,107,Koti,13,31.0,33.0,75.035,247.0,4849.36
2023-01-05,19/224,Gandimaisamma X Road,Afzalgunj,Round Trip,66,Ameerpet,19,27.0,15.0,42.54,242.0,22081.473750000005
2023-01-05,10H/250C,Gandimaisamma X Road,ESI,Round Trip,115,Ameerpet,14,29.0,5.0,10.05,284.0,14717.02
2023-01-05,9X/171M,Charminar,Patancheru Bus Station,Round Trip,70,Ameerpet,11,29.0,30.0,44.76,131.0,14846.24
2023-01-05,283A,L.B. Nagar,Nampally,One Way,16,Ameerpet,9,22.0,20.0,12.85,269.0,6170.97
2023-01-05,19/224,Jagadgirigutta,Shamshiguda,Round Trip,97,Ameerpet,20,17.0,30.0,29.9,255.0,12718.75
2023-01-05,9X,Suraram,ESI,Round Trip,99,Ameerpet,5,14.0,10.0,36.75,211.0,6985.23
2023-01-05,19Y/F,Allwyn Colony,Patancheru Bus Station,Round Trip,32,Ameerpet,5,12.0,10.0,20.46,387.0,13749.26
2023-01-05,9K/272G,KPHB,Lingampally,One Way,56,Ameerpet,20,29.0,20.0,33.29,434.0,6259.72
2023-01-05,225S,KPHB,Hayathnagar,Round Trip,92,Ameerpet,20,27.0,5.0,16.42,174.0,8457.9
2023-01-05,222D,Borabanda,Gajula Ramaram,Round Trip,83,Ameerpet,6,10.0,30.0,33.71,479.0,4795.0
2023-01-06,216D/L,High Court Colony Deer Park,Madannapet,One Way,14,Koti,16,43.5,18.0,24.69,159.0,3258.13
2023-01-06,205M,Hayathnagar,Kavadi Pally,Round Trip,40,Koti,4,43.5,24.0,52.69,213.0,4784.4
2023-01-06,10H/250C,NGO Colony,ESI,One Way,82,Ameerpet,9,10.0,30.0,27.12,183.0,13791.18
2023-01-06,41N,Sanath Nagar,Suraram,One Way,63,Ameerpet,13,14.0,15.0,17.76,366.0,6710.08
2023-01-06,9K/283K,Central Bus Station,Hayathnagar,One Way,41,Ameerpet,18,13.0,30.0,26.67,134.0,12023.98
2023-01-06,41,Charminar,ESI,Round Trip,97,Ameerpet,19,10.0,30.0,18.74,367.0,11628.87
2023-01-06,9D,Chengicherla,Film Nagar,One Way,10,Ameerpet,13,5.0,15.0,44.12,206.0,2656.62
2023-01-06,19K,Dilsukhnagar,Bowrampet,One Way,116,Ameerpet,10,26.0,15.0,33.46,488.0,8971.35
2023-01-06,9D,Chengicherla,Film Nagar,One Way,103,Ameerpet,17,13.0,30.0,49.53,470.0,6494.68
2023-01-07,41N,Central Bus Station,ESI,Round Trip,17,Ameerpet,13,30.0,5.0,15.64,136.0,11967.25
2023-01-07,9X/272G,Chandrayan Gutta X Road,Bowrampet,Round Trip,44,Ameerpet,8,23.0,20.0,31.41,183.0,10931.84
2023-01-07,83J/272G,Suraram,Patancheru Bus Station,Round Trip,68,Ameerpet,9,14.0,30.0,36.74,317.0,11987.72
2023-01-07,189M/92A,Sanath Nagar,Film Nagar,One Way,99,Ameerpet,18,6.0,15.0,14.64,321.0,13780.3
2023-01-07,187J,BHEL,Kachiguda,Round Trip,30,Ameerpet,17,20.0,10.0,43.65,461.0,11534.92
2023-01-07,113EL,Allwyn Colony,Bachupally,One Way,66,Ameerpet,10,19.0,20.0,7.3,364.0,3721.54
2023-01-07,19M,Uppal X Road,Suraram,One Way,59,Ameerpet,16,11.0,15.0,13.71,248.0,11343.23
2023-01-07,9 YF,MGBS,Suraram,One Way,70,Ameerpet,20,22.0,15.0,33.1,280.0,14509.24
2023-01-07,10H/250C,Sanath Nagar,Lingampally,Round Trip,15,Ameerpet,8,30.0,10.0,29.02,387.0,8678.49
2023-01-08,105S,Hayathnagar,Greenland Colony,Round Trip,44,Koti,7,11.0,47.0,20.71,357.0,3308.64
2023-01-08,86V,High Court Colony Deer Park,Vanasthalipuram(Saheb Nagar),Round Trip,115,Koti,7,43.5,12.0,43.43,56.0,4049.63
2023-01-08,127,TSRTC pushpak,Marripally,Round Trip,26,Koti,7,31.0,50.0,24.32,184.0,1897.27
2023-01-08,127K/V,Sai Nagar Colony,Hafeezpet MMTS Stop,One Way,61,Hitech City,3,20.0,40.0,17.87,177.0,2801.02
2023-01-08,272C,Allwyn Colony,Gandimaisamma,Round Trip,53,Ameerpet,15,13.0,15.0,5.24,234.0,8464.13
2023-01-08,41,Mehdipatnam,Afzalgunj,Round Trip,109,Ameerpet,5,21.0,15.0,30.98,344.0,2257.42
2023-01-08,225L,Jeedimetla,Gandimaisamma,One Way,51,Ameerpet,15,6.0,5.0,26.99,257.0,8775.71
2023-01-08,83J/230,Suraram,Suraram,Round Trip,76,Ameerpet,5,30.0,15.0,5.22,255.0,6056.43
2023-01-08,19M/224,Chengicherla,Gandimaisamma,One Way,94,Ameerpet,9,30.0,5.0,11.39,279.0,22081.473750000005
2023-01-08,222D,Charminar,VV Nagar,Round Trip,34,Ameerpet,5,18.0,15.0,42.74,483.0,8158.83
2023-01-08,218HG,Charminar,Suraram,One Way,29,Ameerpet,5,8.0,30.0,47.08,405.0,8922.39
2023-01-08,225A,Aramghar,Suraram,Round Trip,81,Ameerpet,15,7.0,5.0,40.17,241.0,2433.5
2023-01-08,218HG,Jagadgirigutta,Ameerpet,One Way,18,Ameerpet,8,7.0,20.0,32.55,127.0,22081.473750000005
2023-01-09,207,High Court Colony Deer Park,Saroor Nagar Bus Terminal,One Way,23,Koti,14,43.5,46.0,17.62,209.0,3979.43
2023-01-09,156S,Nagole Ring Road,Musheerabad,Round Trip,12,Koti,10,43.5,20.0,69.73,414.0,1286.91
2023-01-09,205M,Madhapur Petrol Pump,Greenland Colony,One Way,15,Koti,6,21.0,53.0,47.78,108.0,2176.3
2023-01-09,218C,Allwyn Colony,Gandimaisamma,Round Trip,60,Ameerpet,19,16.0,15.0,31.99,300.0,2132.78
2023-01-09,9 YF,Borabanda,L.B. Nagar Ring Road,Round Trip,48,Ameerpet,18,19.0,30.0,39.18,291.0,12611.45
2023-01-09,225S,Koti,Gajula Ramaram,One Way,17,Ameerpet,20,20.0,30.0,47.68,215.0,3154.64
2023-01-09,189M,Chengicherla,Balanagar X Road,One Way,29,Ameerpet,11,8.0,10.0,25.1,376.0,3254.93
2023-01-09,230N,Uppal X Road,L.B. Nagar Ring Road,One Way,106,Ameerpet,9,7.0,20.0,41.53,380.0,12166.42
2023-01-09,187J,Koti,Bowrampet,Round Trip,93,Ameerpet,17,30.0,5.0,30.72,169.0,11586.42
2023-01-09,225S,Charminar,Kachiguda,One Way,47,Ameerpet,10,22.0,30.0,20.56,328.0,8925.21
2023-01-09,189M,Boduppal,VV Nagar,Round Trip,81,Ameerpet,12,5.0,30.0,47.87,428.0,14187.95
2023-01-09,189M,L.B. Nagar,Gajula Ramaram,One Way,100,Ameerpet,11,17.0,10.0,23.66,194.0,5210.63
2023-01-09,223R,Chandrayan Gutta X Road,Lingampally,Round Trip,63,Ameerpet,8,8.0,30.0,41.54,260.0,11519.47
2023-01-09,230N,L.B. Nagar,Afzalgunj,Round Trip,26,Ameerpet,9,16.0,5.0,23.83,382.0,5119.901822
2023-01-09,218/19M,Boduppal,Lingampally,One Way,71,Ameerpet,6,17.0,10.0,36.61,177.0,2147.52
