Date,Bus Route No.,From,To,Trips per Day,Way,Bus Stops Covered,Frequency (mins),Distance Travelled (km),Time (mins),Main Station,Tickets Sold,Revenue Generated (INR)
03-04-2022,9 YF,Mehdipatnam,Bowrampet,14,Round Trip,19,30,16.67,110,Ameerpet,484,13956.88
03-04-2022,225M,Borabanda,Bowrampet,16,Round Trip,15,15,12.05,86,Ameerpet,366,6952.66
03-04-2022,230N,Kukatpally,Hayathnagar,11,One Way,19,30,34.54,41,Ameerpet,103,11072.43
03-04-2022,225S,MGBS,Bachupally,10,Round Trip,21,5,8.3,113,Ameerpet,476,5367.54
03-04-2022,9K/283K,Koti,Lingampally,19,Round Trip,22,15,27.74,49,Ameerpet,372,3868.27
03-04-2022,218D,Mehdipatnam,Bachupally,9,Round Trip,11,10,9.69,65,Ameerpet,235,7006.74
03-04-2022,189M/92A,MGBS,Suraram,16,One Way,17,5,32.69,34,Ameerpet,152,10533.44
03-04-2022,19M,Uppal X Road,Shamshiguda,6,Round Trip,8,15,33.9,17,Ameerpet,135,6458.58
03-04-2022,102B/218L,Gandimaisamma X Road,Ameerpet,16,One Way,22,30,7.96,68,Ameerpet,389,8569.85
03-04-2022,19F,KPHB,Suraram,9,Round Trip,27,10,12.86,83,Ameerpet,142,14604.96
03-04-2022,41N,Kukatpally,Balanagar X Road,5,Round Trip,20,15,35.27,60,Ameerpet,492,7350.67056
03-04-2022,41,Boduppal,Ameerpet,7,Round Trip,17,10,37.32,95,Ameerpet,303,11787.8
03-04-2022,19M/224,Boduppal,Gandimaisamma,16,Round Trip,30,15,36.45,110,Ameerpet,166,5000.55
03-04-2022,9 YF,Dilsukhnagar,Film Nagar,12,One Way,26,15,26.7,101,Ameerpet,177,9954.93
04-04-2022,105,Koti Osmania Hospital,Marripally,19,One Way,32,20,81.8,56,Koti,277,2233.72
04-04-2022,127KV,Sai Nagar Colony,JNTU,4,Round-trip,6,24,37.21,113,Hitech City,397,1187.41
04-04-2022,41,KPHB,Gajula Ramaram,10,One Way,14,20,8.35,116,Ameerpet,241,13537.69
04-04-2022,223R,Suraram,Gandimaisamma,18,Round Trip,21,20,38.27,59,Ameerpet,319,11844.87
04-04-2022,83K,Gandimaisamma X Road,VV Nagar,19,One Way,17,30,7.46,114,Ameerpet,236,11905.13
04-04-2022,9D,Koti,Lingampally,5,Round Trip,29,20,46.94,89,Ameerpet,255,11420.1
04-04-2022,222D,Allwyn Colony,Balanagar X Road,9,Round Trip,16,20,45.6,119,Ameerpet,188,14529.88
04-04-2022,10H/25S,Charminar,Suraram,5,Round Trip,16,20,43.19,75,Ameerpet,188,3769.32
04-04-2022,83J/272G,Borabanda,Suraram,12,One Way,18,20,17.36,110,Ameerpet,300,9829.54
04-04-2022,223R,Aramghar,Shamshiguda,19,One Way,29,30,22.88,24,Ameerpet,337,8557.76
04-04-2022,10H/250C,NGO Colony,Secunderabad Bus Station,13,Round Trip,19,10,6.78,104,Ameerpet,190,2532.98
04-04-2022,218D,Sanath Nagar,L.B. Nagar Ring Road,7,Round Trip,23,30,6.27,94,Ameerpet,308,9725.38
05-04-2022,127HJ,Chengicherla,Infotech,12,Round-trip,5,33,48.18,72,Hitech City,119,1629.09
05-04-2022,189M/92A,Sanath Nagar,Kondapur Bus Station,15,Round Trip,29,30,30.42,92,Ameerpet,291,6732.54
05-04-2022,83J/230,Mehdipatnam,Kondapur Bus Station,12,Round Trip,12,15,29.81,78,Ameerpet,427,14490.67
05-04-2022,83J/272G,BHEL,Balanagar X Road,12,Round Trip,28,20,43.4,39,Ameerpet,141,2600.59
05-04-2022,218/19M,Mehdipatnam,VV Nagar,6,Round Trip,5,10,40.58,13,Ameerpet,500,11810.81
05-04-2022,9X/171M,Koti,Nampally,5,One Way,8,15,41.38,60,Ameerpet,313,10864.52
05-04-2022,218L/V,Jeedimetla,VV Nagar,6,One Way,12,10,29.55,93,Ameerpet,422,14768.41
05-04-2022,90 U,L.B. Nagar,Afzalgunj,6,Round Trip,19,5,25.48,31,Ameerpet,461,14775.42
05-04-2022,113C,Chandrayan Gutta X Road,Afzalgunj,14,One Way,8,15,16.38,40,Ameerpet,246,9712.48
05-04-2022,9X/283D,KPHB,Ameerpet,19,One Way,13,20,49.59,87,Ameerpet,181,139334.1
06-04-2022,113F,KPHB,Afzalgunj,12,One Way,28,5,7.88,118,Ameerpet,146,8795.52
06-04-2022,218HG,MGBS,Afzalgunj,18,Round Trip,27,20,36.43,57,Ameerpet,367,5981.43
06-04-2022,225M,Boduppal,L.B. Nagar Ring Road,16,One Way,19,30,23.13,49,Ameerpet,260,8563.34
06-04-2022,90 D,Uppal X Road,Kondapur Bus Station,6,Round Trip,13,30,42.38,102,Ameerpet,376,3386.9
06-04-2022,41N,NGO Colony,Suraram,7,Round Trip,27,10,36.92,67,Ameerpet,270,14543.71
06-04-2022,224H,Uppal X Road,Film Nagar,17,Round Trip,12,20,27.06,86,Ameerpet,323,6641.42
07-04-2022,127,Koti Osmania Hospital,Vanasthalipuram(Saheb Nagar),14,Round Trip,35,44,64.58,100,Koti,382,999.54
07-04-2022,127KH,L.B. Nagar ring Road,ECIL X Road,5,One-way,7,58,10.49,62,Hitech City,92,4401.39
07-04-2022,9D,BHEL,Ameerpet,13,Round Trip,23,10,7.18,106,Ameerpet,396,12594.02
07-04-2022,19/224,Uppal X Road,Patancheru Bus Station,7,One Way,12,20,20.66,46,Ameerpet,479,9413.42
07-04-2022,187JL,Sanath Nagar,Secunderabad Bus Station,8,Round Trip,27,20,11.22,65,Ameerpet,299,7892.86
07-04-2022,183AJ,Dilsukhnagar,Ameerpet,7,One Way,18,5,31.08,59,Ameerpet,475,8912.33
07-04-2022,9M,Allwyn Colony,Suraram,17,Round Trip,19,5,48.49,77,Ameerpet,369,10060.21
07-04-2022,9K,MGBS,Lingampally,19,Round Trip,30,20,47.06,23,Ameerpet,422,2696.28
07-04-2022,183,Suraram,Bachupally,13,One Way,27,15,46.9,96,Ameerpet,190,11284.02
07-04-2022,41N,Mehdipatnam,Film Nagar,20,One Way,22,15,35.33,112,Ameerpet,309,10116.17
07-04-2022,225L/V,Mehdipatnam,Suraram,17,Round Trip,7,5,44.67,30,Ameerpet,433,7990.33
07-04-2022,230N,Mehdipatnam,Film Nagar,10,Round Trip,30,15,49.72,25,Ameerpet,231,11631.01
07-04-2022,187JL,Dilsukhnagar,Gajula Ramaram,8,Round Trip,18,20,30.88,37,Ameerpet,119,12124.17
07-04-2022,189 MJ,Central Bus Station,ESI,20,Round Trip,20,5,7.19,77,Ameerpet,350,9507.84
07-04-2022,19M/224,Kukatpally,Shamshiguda,18,One Way,16,10,39.73,25,Ameerpet,483,13898.97
07-04-2022,9K/283K,Kukatpally,Kondapur Bus Station,10,One Way,5,10,27.26,81,Ameerpet,424,14970.03
07-04-2022,90 U,KPHB,Shamshiguda,13,One Way,5,20,33.97,110,Ameerpet,376,12416.68
07-04-2022,102B/218L,Boduppal,Lingampally,11,One Way,11,15,30.5,87,Ameerpet,183,9156.35
07-04-2022,225HP,MGBS,Balanagar X Road,13,Round Trip,16,30,44.87,103,Ameerpet,424,3179.2
07-04-2022,222D,Central Bus Station,Suraram,8,Round Trip,29,20,17.65,45,Ameerpet,371,6382.61
07-04-2022,19/224,Mehdipatnam,Patancheru Bus Station,12,One Way,10,20,24.64,47,Ameerpet,320,5061.343152
08-04-2022,105S,High Court Colony Deer Park,Dilsukhnagar,14,One Way,15,52,93.8,57,Koti,359,1766.97
08-04-2022,205B,TSRTC pushpak,Brahmanpally,6,Round Trip,22,26,88.19,59,Koti,269,2069.83
08-04-2022,1P/25S,Koti Women's College,Kothagudem,20,One Way,42,18,84.74,74,Koti,119,4176.6
08-04-2022,283A,NGO Colony,Bowrampet,16,Round Trip,20,15,17.87,96,Ameerpet,436,3978.5
08-04-2022,10H/250C,KPHB,Lingampally,5,Round Trip,19,15,8.09,15,Ameerpet,302,2483.25
08-04-2022,189 MJ,Charminar,Patancheru Bus Station,12,One Way,23,15,7.52,78,Ameerpet,406,7495.96
08-04-2022,9K,Allwyn Colony,Film Nagar,7,Round Trip,7,20,9.28,72,Ameerpet,447,7059.07
08-04-2022,19M/224,Dilsukhnagar,Lingampally,6,Round Trip,10,5,9.03,103,Ameerpet,363,2380.19
08-04-2022,189M/92A,MGBS,Afzalgunj,13,Round Trip,22,5,21.82,23,Ameerpet,480,10254.11
08-04-2022,9D,NGO Colony,Balanagar X Road,13,One Way,25,20,23.68,101,Ameerpet,320,2190.32
08-04-2022,225L,Chandrayan Gutta X Road,Nampally,7,One Way,13,15,21.12,73,Ameerpet,314,2935.01
09-04-2022,205M,Hayathnagar,Greenland Colony,12,Round Trip,26,36,76.11,55,Koti,226,2892.63
09-04-2022,283A,NGO Colony,L.B. Nagar Ring Road,20,One Way,14,15,36.3,112,Ameerpet,134,5169.7
09-04-2022,230X,Kukatpally,Kondapur Bus Station,9,One Way,26,5,13.1,118,Ameerpet,297,77050.2
09-04-2022,225S,Allwyn Colony,Bowrampet,14,One Way,21,5,49.91,13,Ameerpet,396,6095.31
09-04-2022,218/19M,Dilsukhnagar,Gajula Ramaram,16,Round Trip,15,10,23.89,24,Ameerpet,113,12959.07
09-04-2022,9 YF,NGO Colony,Gajula Ramaram,7,One Way,12,20,27.02,91,Ameerpet,177,10733.67
09-04-2022,189M,Dilsukhnagar,Film Nagar,20,Round Trip,5,30,6.27,105,Ameerpet,372,13276.02
09-04-2022,189M/A,Kukatpally,Lingampally,11,Round Trip,11,10,45.61,30,Ameerpet,439,6280.95
09-04-2022,19Y/F,BHEL,Ameerpet,17,Round Trip,14,20,38.58,87,Ameerpet,494,8980.68
09-04-2022,90 D,Borabanda,Kondapur Bus Station,5,One Way,22,5,35.03,99,Ameerpet,485,8503.13
09-04-2022,189M,Boduppal,Ameerpet,6,One Way,10,15,31.22,35,Ameerpet,183,6079.52
09-04-2022,19F,Central Bus Station,Patancheru Bus Station,12,Round Trip,16,5,19.03,106,Ameerpet,458,4584.05
09-04-2022,9M-1,Jagadgirigutta,Secunderabad Bus Station,18,One Way,11,20,38.82,76,Ameerpet,363,8753.74
09-04-2022,41N,Jagadgirigutta,Film Nagar,17,One Way,13,20,9.82,79,Ameerpet,285,14532.56
10-04-2022,105,High Court Colony Deer Park,Madannapet,17,Round Trip,37,19,19.14,91,Koti,141,2894.928211
10-04-2022,9X/272G,Jeedimetla,Kondapur Bus Station,19,One Way,14,10,17.85,100,Ameerpet,130,12784.81
10-04-2022,189M/A,Borabanda,Shamshiguda,17,One Way,26,15,48.11,40,Ameerpet,108,5001.66
10-04-2022,189 MJ,Mehdipatnam,Secunderabad Bus Station,10,Round Trip,24,20,20.84,33,Ameerpet,429,8905.7
10-04-2022,10H/250C,Central Bus Station,ESI,11,One Way,10,30,6,73,Ameerpet,108,2922.63
10-04-2022,9K,MGBS,Hayathnagar,6,One Way,26,20,39.15,115,Ameerpet,314,14936.76
10-04-2022,225L/299,Boduppal,Gandimaisamma,17,One Way,17,30,6.36,59,Ameerpet,389,6677.23
10-04-2022,83K,Allwyn Colony,Gajula Ramaram,10,One Way,14,20,31.27,65,Ameerpet,237,6413.21
10-04-2022,10H/250C,Kukatpally,Bachupally,8,Round Trip,24,5,41.52,105,Ameerpet,474,7723.61
10-04-2022,289M,Mehdipatnam,Film Nagar,20,One Way,12,20,45.21,116,Ameerpet,193,2338.91
11-04-2022,205B,Hayathnagar,Koti Bus Terminal,13,Round Trip,49,50,19.65,115,Koti,154,3396.12
11-04-2022,218C,Gandimaisamma X Road,VV Nagar,7,One Way,13,20,41.04,76,Ameerpet,356,7976.07
11-04-2022,219,Dilsukhnagar,Balanagar X Road,17,One Way,11,20,17.74,78,Ameerpet,324,12838.74
11-04-2022,272C,Jagadgirigutta,Gandimaisamma,13,Round Trip,25,5,23.27,120,Ameerpet,477,2430.86
11-04-2022,9X,KPHB,ESI,14,One Way,13,20,38.38,84,Ameerpet,466,11899.54
11-04-2022,41N,Boduppal,Ameerpet,9,One Way,28,10,18.98,63,Ameerpet,493,14872.64
11-04-2022,185S,MGBS,L.B. Nagar Ring Road,16,Round Trip,6,20,14.3,97,Ameerpet,107,11276.92
11-04-2022,230N,Central Bus Station,Patancheru Bus Station,10,Round Trip,27,15,16.54,64,Ameerpet,217,2015.96
11-04-2022,19M,Aramghar,Patancheru Bus Station,16,One Way,17,20,16.48,49,Ameerpet,342,8589.48
11-04-2022,187J,Borabanda,Afzalgunj,16,Round Trip,27,20,24.24,13,Ameerpet,104,7673.47
11-04-2022,9K/283K,Jeedimetla,Kondapur Bus Station,7,One Way,25,20,49.36,120,Ameerpet,313,8478.55
11-04-2022,225HP,Jagadgirigutta,Nampally,17,Round Trip,25,10,47.47,106,Ameerpet,325,5900.28
11-04-2022,19M/224,Kukatpally,Hayathnagar,8,Round Trip,29,5,26.95,61,Ameerpet,357,8740.5
11-04-2022,225HP,L.B. Nagar,VV Nagar,14,Round Trip,12,15,28.97,79,Ameerpet,167,9219.56
11-04-2022,9D,Mehdipatnam,Ameerpet,9,Round Trip,6,30,47.91,51,Ameerpet,201,2074.34
11-04-2022,41,Gandimaisamma X Road,Gandimaisamma,13,Round Trip,14,5,35.43,70,Ameerpet,393,5514.6
11-04-2022,9X/272G,BHEL,Gajula Ramaram,7,Round Trip,28,15,39.32,95,Ameerpet,122,2692.73
12-04-2022,9K/272G,NGO Colony,Shamshiguda,12,One Way,23,10,8.62,49,Ameerpet,104,11885.39
12-04-2022,223A,Charminar,Hayathnagar,18,One Way,8,5,49.34,88,Ameerpet,208,6734.16
12-04-2022,189M/A,Charminar,Film Nagar,18,Round Trip,28,20,24.88,50,Ameerpet,126,7393.12
12-04-2022,222D,Dilsukhnagar,Gandimaisamma,18,Round Trip,16,10,5.58,16,Ameerpet,392,13185.83
12-04-2022,225,Boduppal,ESI,6,One Way,12,15,42.13,93,Ameerpet,156,13925.36
12-04-2022,189M,Aramghar,Film Nagar,8,One Way,17,20,18.18,66,Ameerpet,145,11538.33
12-04-2022,83J/230,MGBS,Secunderabad Bus Station,14,Round Trip,25,20,41.33,65,Ameerpet,384,3053.84
12-04-2022,225L/299,Chandrayan Gutta X Road,Patancheru Bus Station,5,One Way,6,15,16.96,55,Ameerpet,469,6447.21
12-04-2022,9X/171M,MGBS,Gandimaisamma,20,Round Trip,12,10,13.12,77,Ameerpet,291,14937.76
12-04-2022,225S,Borabanda,VV Nagar,12,One Way,19,15,34.33,90,Ameerpet,309,9541.8
12-04-2022,225HP,Kukatpally,Ameerpet,12,Round Trip,15,20,15.38,56,Ameerpet,285,11735.67
12-04-2022,230X,Koti,Film Nagar,6,Round Trip,24,15,5.23,28,Ameerpet,121,13186.42
12-04-2022,9X/283D,NGO Colony,L.B. Nagar Ring Road,12,One Way,24,30,16.33,37,Ameerpet,318,3713.12
12-04-2022,10H/25S,BHEL,Shamshiguda,6,Round Trip,21,30,24.3,117,Ameerpet,339,10249.92
12-04-2022,90 D,Mehdipatnam,Suraram,16,Round Trip,29,30,17.18,62,Ameerpet,196,24567.7
13-04-2022,113KY,Rythu Bazar Erragadda,kondapur,4,Round-trip,7,48,15.66,64,Hitech City,486,4631.6
13-04-2022,127KV,Sai Nagar Colony,Hafeezpet MMTS Stop,19,One-way,13,43,19.19,54,Hitech City,131,2336.2
13-04-2022,222P,Wipro,Safilguda,19,Round-trip,9,29,41.72,28,Hitech City,250,4635.098063
13-04-2022,189M/92A,Jeedimetla,Film Nagar,16,Round Trip,29,15,32.6,59,Ameerpet,248,14285.44
13-04-2022,218L,Central Bus Station,Lingampally,6,One Way,5,20,10.2,18,Ameerpet,126,3227.69532
13-04-2022,9X/283D,Central Bus Station,Ameerpet,18,Round Trip,15,15,19.49,52,Ameerpet,248,9339.51
13-04-2022,185S,Chengicherla,Lingampally,5,One Way,24,30,36.03,80,Ameerpet,232,55376.4
13-04-2022,225L/V,Charminar,Shamshiguda,12,One Way,27,10,44.03,30,Ameerpet,497,2347.92
13-04-2022,189M/92A,Sanath Nagar,Gandimaisamma,19,Round Trip,15,30,29.55,105,Ameerpet,402,8678.82
13-04-2022,189M,Jagadgirigutta,L.B. Nagar Ring Road,16,One Way,19,20,25.28,34,Ameerpet,253,5881.73
13-04-2022,185,Mehdipatnam,Gandimaisamma,19,One Way,28,10,48.54,33,Ameerpet,458,8593.68
14-04-2022,127,Nagole Ring Road,Dilsukhnagar,11,Round Trip,35,58,46.47,113,Koti,242,3966.41
14-04-2022,127VB,Wipro,kondapur,5,Round-trip,8,32,17.27,34,Hitech City,130,2838.66
14-04-2022,225L/299,Kukatpally,Bowrampet,11,Round Trip,11,10,19.16,67,Ameerpet,204,7536.13
14-04-2022,102B/218L,Allwyn Colony,Kachiguda,15,Round Trip,15,20,20.13,20,Ameerpet,285,11898.37
14-04-2022,10H/250C,L.B. Nagar,L.B. Nagar Ring Road,13,One Way,28,15,6.85,106,Ameerpet,224,14839.33
14-04-2022,218L,Boduppal,Gajula Ramaram,10,Round Trip,10,10,45.92,97,Ameerpet,341,9674.94
14-04-2022,218,Borabanda,Kondapur Bus Station,20,Round Trip,22,20,12.81,106,Ameerpet,143,13877.64
14-04-2022,83K,Charminar,L.B. Nagar Ring Road,5,One Way,25,20,48.56,57,Ameerpet,238,11209.08
14-04-2022,283D,Gandimaisamma X Road,Shamshiguda,8,One Way,8,10,16.32,71,Ameerpet,450,2280.88
15-04-2022,127K,Hayathnagar Depot,koti,1,Round-trip,21,48,14.04,72,Hitech City,425,3066.79
15-04-2022,225HP,Mehdipatnam,Afzalgunj,7,Round Trip,29,15,42.23,63,Ameerpet,394,11819.03
15-04-2022,289M,MGBS,Afzalgunj,14,One Way,10,5,5.17,112,Ameerpet,267,9421.05
15-04-2022,187J,Suraram,Suraram,18,One Way,30,30,6.18,32,Ameerpet,163,3355.63
15-04-2022,289M,NGO Colony,Gajula Ramaram,12,Round Trip,20,5,28.56,118,Ameerpet,318,10569.22
15-04-2022,9K/283K,Central Bus Station,VV Nagar,15,Round Trip,22,30,28.01,80,Ameerpet,184,14927.82
15-04-2022,218L/V,Chandrayan Gutta X Road,Kachiguda,9,Round Trip,19,30,19.73,80,Ameerpet,440,9574.05
15-04-2022,41,Jeedimetla,Suraram,5,Round Trip,24,10,24.93,47,Ameerpet,384,2633.260391
15-04-2022,185S,Suraram,Nampally,6,Round Trip,15,15,22.89,20,Ameerpet,421,9437.88
15-04-2022,187JL,Kukatpally,Ameerpet,5,One Way,14,10,37.99,49,Ameerpet,326,6071.92
15-04-2022,185S,Gandimaisamma X Road,Suraram,15,Round Trip,11,5,49.76,40,Ameerpet,323,7149.82
16-04-2022,9K/283K,Mehdipatnam,Gajula Ramaram,16,One Way,10,20,9.66,48,Ameerpet,211,2787.76
16-04-2022,218D,NGO Colony,Kachiguda,18,Round Trip,29,10,43.14,87,Ameerpet,124,10321.74
16-04-2022,10H/250C,Uppal X Road,Kondapur Bus Station,10,One Way,30,5,49.8,100,Ameerpet,181,6457.4
16-04-2022,113C,BHEL,Suraram,9,Round Trip,9,10,44.35,43,Ameerpet,137,14610.3
16-04-2022,102B/218L,Borabanda,Bowrampet,18,Round Trip,18,10,34.8,26,Ameerpet,453,3648.68
16-04-2022,185S,Borabanda,Hayathnagar,20,Round Trip,8,20,22.07,83,Ameerpet,316,5887.42
16-04-2022,183,Charminar,L.B. Nagar Ring Road,11,Round Trip,24,5,36.03,102,Ameerpet,277,13225.51
16-04-2022,183,Suraram,Suraram,16,Round Trip,24,20,14.07,42,Ameerpet,346,12984.63
16-04-2022,90 D,Mehdipatnam,Patancheru Bus Station,14,One Way,21,30,34.9,12,Ameerpet,119,10166.82
16-04-2022,287N,Central Bus Station,Patancheru Bus Station,19,Round Trip,9,20,24.74,23,Ameerpet,476,14655.22
16-04-2022,218,Gandimaisamma X Road,Bowrampet,9,One Way,27,15,15.02,72,Ameerpet,205,9317.17
16-04-2022,113EL,Jeedimetla,VV Nagar,7,Round Trip,21,20,44.94,37,Ameerpet,174,12852.31
16-04-2022,90 U,KPHB,Balanagar X Road,11,One Way,9,20,31.05,70,Ameerpet,374,6819.74
17-04-2022,201M,Nagole Ring Road,Dilsukhnagar,15,Round Trip,34,14,75,71,Koti,217,3971.54
17-04-2022,45HK,Kondapur bus depot,Bachupally X Road,6,One-way,13,26,6.94,67,Hitech City,407,3893.79
17-04-2022,187J,BHEL,Bowrampet,16,Round Trip,10,20,9.17,54,Ameerpet,260,8361.35
17-04-2022,19M/224,Chengicherla,Shamshiguda,13,One Way,26,20,16.16,89,Ameerpet,364,2800.35
17-04-2022,283A,Central Bus Station,Secunderabad Bus Station,16,Round Trip,25,10,29.47,92,Ameerpet,258,8819.77
17-04-2022,218D,BHEL,Nampally,14,One Way,11,10,17.58,43,Ameerpet,279,3782.2
17-04-2022,90 D,Chengicherla,Hayathnagar,14,One Way,24,10,25,18,Ameerpet,369,3302.26
17-04-2022,102B/218L,Chandrayan Gutta X Road,Film Nagar,13,Round Trip,28,10,49.92,74,Ameerpet,259,4219.31
17-04-2022,189M/A,Mehdipatnam,Kondapur Bus Station,11,One Way,20,15,17.28,19,Ameerpet,499,2681.56
17-04-2022,90 U,Uppal X Road,Kondapur Bus Station,14,One Way,25,30,13.75,47,Ameerpet,210,4036.2
17-04-2022,10H/250C,Mehdipatnam,Suraram,7,Round Trip,23,20,48.82,24,Ameerpet,320,9268.54
17-04-2022,218HG,Aramghar,Bachupally,19,Round Trip,28,10,7.2,68,Ameerpet,301,7874.5
17-04-2022,189 MJ,Chengicherla,Lingampally,20,Round Trip,5,5,48.74,50,Ameerpet,190,4719.8
17-04-2022,9X/283D,Central Bus Station,Suraram,9,Round Trip,26,15,43.72,62,Ameerpet,272,14552.73
18-04-2022,183AJ,Boduppal,Bowrampet,13,One Way,30,20,41.84,80,Ameerpet,459,10869.7
18-04-2022,189M,Allwyn Colony,Ameerpet,5,Round Trip,27,5,42.06,111,Ameerpet,429,6272.46
18-04-2022,183AJ,KPHB,Balanagar X Road,9,Round Trip,16,30,15.87,78,Ameerpet,447,6983.05
18-04-2022,10H/250C,Gandimaisamma X Road,VV Nagar,19,One Way,11,20,21.22,82,Ameerpet,162,91777.4
18-04-2022,90 U,BHEL,Ameerpet,7,Round Trip,26,20,28.78,32,Ameerpet,446,2708.7
18-04-2022,9K/272G,Chengicherla,Bachupally,7,One Way,5,10,21.33,48,Ameerpet,184,11278.47
18-04-2022,113C,Central Bus Station,Bachupally,13,Round Trip,26,5,43.08,43,Ameerpet,267,9416.82
18-04-2022,225L,Chandrayan Gutta X Road,Film Nagar,7,One Way,9,20,28.12,114,Ameerpet,464,7040.06
18-04-2022,9K,Suraram,VV Nagar,19,Round Trip,13,5,22.83,13,Ameerpet,440,6688.12
18-04-2022,218,Gandimaisamma X Road,Ameerpet,6,One Way,25,10,8.07,64,Ameerpet,415,11176.11
18-04-2022,83K,Koti,Bowrampet,13,Round Trip,24,30,11.58,89,Ameerpet,285,117154
18-04-2022,218C,Chandrayan Gutta X Road,Secunderabad Bus Station,12,One Way,14,30,5.08,111,Ameerpet,342,4568.8
18-04-2022,225S,L.B. Nagar,Balanagar X Road,14,Round Trip,29,15,15.65,55,Ameerpet,213,7583.46
19-04-2022,299P,High Court Colony Deer Park,Koti Bus Terminal,19,One Way,45,29,70.02,59,Koti,86,4137.91
19-04-2022,207,Mehdipatnam,Greenland Colony,10,Round Trip,37,25,68.12,13,Koti,377,1189.702753
19-04-2022,183,Jeedimetla,Gajula Ramaram,7,One Way,19,10,29.5,115,Ameerpet,484,9958.89
19-04-2022,102B/218L,Jeedimetla,Afzalgunj,18,One Way,26,5,31.5,16,Ameerpet,379,11790.52
19-04-2022,90 U,Jagadgirigutta,Kondapur Bus Station,11,One Way,13,15,47.37,33,Ameerpet,168,6003.05
19-04-2022,187JL,Gandimaisamma X Road,Lingampally,18,Round Trip,6,10,30.38,66,Ameerpet,123,9555.04
19-04-2022,289M,Borabanda,Gandimaisamma,13,One Way,24,10,36.67,99,Ameerpet,115,3738.66
19-04-2022,289M,Chandrayan Gutta X Road,Film Nagar,9,Round Trip,13,10,48.28,68,Ameerpet,499,14786.34
19-04-2022,222D,NGO Colony,Hayathnagar,20,One Way,27,15,11.49,79,Ameerpet,419,12968.79
19-04-2022,283A,Mehdipatnam,Ameerpet,15,One Way,29,10,7.51,82,Ameerpet,122,11885.28
19-04-2022,113EL,Koti,Kachiguda,10,Round Trip,10,10,34.99,19,Ameerpet,168,14593.65
19-04-2022,10H/250C,BHEL,Patancheru Bus Station,11,One Way,18,20,26.44,108,Ameerpet,178,12489.95
20-04-2022,206,Secunderabad (Medchal),Anajpur,16,One Way,39,33,6.33,11,Koti,212,2688.9
20-04-2022,19M/224,KPHB,Secunderabad Bus Station,20,Round Trip,23,20,34.92,51,Ameerpet,209,6643.27
20-04-2022,225S,Dilsukhnagar,Ameerpet,10,Round Trip,19,10,47.98,94,Ameerpet,251,7189.98
20-04-2022,9X/272G,Suraram,Patancheru Bus Station,17,Round Trip,13,10,18.65,85,Ameerpet,261,12837.09
20-04-2022,218D,Aramghar,Bowrampet,14,Round Trip,9,15,23.59,82,Ameerpet,171,3738.92
20-04-2022,19F,Chengicherla,Afzalgunj,14,Round Trip,12,15,27.36,61,Ameerpet,463,46328.9
20-04-2022,223R,Central Bus Station,Kachiguda,19,Round Trip,11,5,17.08,81,Ameerpet,107,7807.13
20-04-2022,9X/171M,Aramghar,Bachupally,14,Round Trip,29,10,48.02,101,Ameerpet,169,11796.08
20-04-2022,223A,NGO Colony,Patancheru Bus Station,10,One Way,10,15,19.53,33,Ameerpet,375,11043.82
20-04-2022,9D,Jeedimetla,ESI,5,One Way,26,5,32.2,43,Ameerpet,480,13172.75
20-04-2022,218/19M,Uppal X Road,L.B. Nagar Ring Road,5,One Way,29,5,12.29,19,Ameerpet,307,4968.86
20-04-2022,189 MJ,Chandrayan Gutta X Road,VV Nagar,18,One Way,11,30,33.69,79,Ameerpet,467,10686.53
20-04-2022,41N,Dilsukhnagar,Kondapur Bus Station,6,One Way,23,10,12.08,73,Ameerpet,327,5491.85
20-04-2022,223R,NGO Colony,VV Nagar,10,One Way,30,30,42.03,65,Ameerpet,225,13641.29
20-04-2022,19F/A,L.B. Nagar,Patancheru Bus Station,6,Round Trip,28,10,48.83,102,Ameerpet,296,3118.91
21-04-2022,156S,Secunderabad (Medchal),Abdullapurmet,18,Round Trip,22,26,68.16,102,Koti,160,3239.61
21-04-2022,127K/S,Waverock,NGO colony,9,One-way,10,53,13.81,58,Hitech City,259,4669.94
21-04-2022,41N,Kukatpally,Patancheru Bus Station,6,One Way,22,30,7.24,31,Ameerpet,391,13838.38
21-04-2022,9M,KPHB,Balanagar X Road,17,Round Trip,26,5,11.92,19,Ameerpet,472,2695.9
21-04-2022,9 YF,Borabanda,ESI,9,One Way,15,20,6.92,46,Ameerpet,200,9167.44
21-04-2022,218C,Koti,Secunderabad Bus Station,15,One Way,10,20,11.17,32,Ameerpet,262,3524.105542
21-04-2022,218D,Kukatpally,Bachupally,10,One Way,7,30,23.27,50,Ameerpet,180,5490.31
21-04-2022,225L/299,Dilsukhnagar,ESI,18,Round Trip,25,10,38.39,22,Ameerpet,401,11788.65
21-04-2022,218D,Charminar,Bowrampet,5,Round Trip,9,30,37.63,118,Ameerpet,398,6705.25
21-04-2022,218D,Central Bus Station,Shamshiguda,13,One Way,28,15,45.7,117,Ameerpet,156,13297.81
21-04-2022,230X,MGBS,Ameerpet,16,Round Trip,5,5,28.24,11,Ameerpet,463,8264.67
21-04-2022,41N,Jeedimetla,Nampally,8,Round Trip,24,30,9.37,15,Ameerpet,385,3368.03
21-04-2022,283D,Uppal X Road,Film Nagar,8,Round Trip,26,15,21.9,83,Ameerpet,393,9304.51
